"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0008256","0","02/01/2018","16:25:57","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","18      ","  ","ZAMORA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008257","0","02/01/2018","16:26:44","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02119     ","429 ","Multifamily dwelling                              ","109     ","W ","WALNUT                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0008259","0","02/01/2018","16:43:49","554 ","Assist invalid                                    ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","77      ","  ","TAMPA                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008262","0","02/01/2018","17:05:19","553 ","Public service                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","225     ","  ","WILLIAM F MCCLELLAN      ","  ","HWY ",": @HOTEL-COURTYARD BOSTON LOGAN AIRPORT ","  ","                         ","  ","    "
"18-0008263","0","02/01/2018","17:07:39","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","960 ","Street, Other                                     ","59      ","  ","HEMENWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008266","0","02/01/2018","17:12:49","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","100     ","  ","SEAVER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008267","0","02/01/2018","17:17:17","113 ","Cooking fire, confined to container               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","534     ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008269","0","02/01/2018","17:19:22","111 ","Building fire                                     ","2000.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","7       ","  ","PENINSULA                ","  ","PL  ",": #13-1911                              ","  ","                         ","  ","    "
"18-0008270","0","02/01/2018","17:25:39","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","40      ","  ","WALLINGFORD              ","  ","RD  ",": #13-5331                              ","  ","                         ","  ","    "
"18-0008271","0","02/01/2018","17:46:12","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","765     ","  ","WEST ROXBURY             ","  ","PKWY","                                        ","  ","                         ","  ","    "
"18-0008272","0","02/01/2018","17:47:11","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","926     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
